CODE_UAI,CODE_NATURE,NOM_ETABLISSEMENT,ANNEE_SCOLAIRE,MULTI_RYTHME,LUNDI_MATIN_DEBUT,LUNDI_MATIN_FIN,LUNDI_APRES_MIDI_DEBUT,LUNDI_APRES_MIDI_FIN,MARDI_MATIN_DEBUT,MARDI_MATIN_FIN,MARDI_APRES_MIDI_DEBUT,MARDI_APRES_MIDI_FIN,MERCREDI_MATIN_DEBUT,MERCREDI_MATIN_FIN,JEUDI_MATIN_DEBUT,JEUDI_MATIN_FIN,JEUDI_APRES_MIDI_DEBUT,JEUDI_APRES_MIDI_FIN,VENDREDI_MATIN_DEBUT,VENDREDI_MATIN_FIN,VENDREDI_APRES_MIDI_DEBUT,VENDREDI_APRES_MIDI_FIN,SAMEDI_MATIN_DEBUT,SAMEDI_MATIN_FIN,code_commune,COMMUNE,ACADEMIE,DEPARTEMENT,libelle_region,code_region,CODE_DEPARTEMENT,latitude,longitude,position
0700235A,ELEMENTAIRE,ECOLE PRIMAIRE,2025-2026,N,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,70136,Charmoille,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.6652202,6.108872639,"47.665220204444815, 6.108872639111812"
0701082W,ELEMENTAIRE,POLE EDUCATIF POLE EDUCATIF CATHERINE FRAISCHOT,2025-2026,N,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,70282,Gy,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.40669274,5.806268541,"47.40669274273975, 5.806268541153473"
0701085Z,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70541,Velorcey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.78000927514603,6.250230602565022,"47.78000927514603, 6.250230602565022"
0701086A,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70177,Corre,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.91712044,5.992049359,"47.91712044048037, 5.9920493586693535"
0701086A,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70177,Corre,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.91712044,5.992049359,"47.91712044048037, 5.9920493586693535"
0701087B,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE L PERGAUD,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70026,Arc-lès-Gray,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.45606268113371,5.584669561990171,"47.45606268113371, 5.584669561990171"
0701088C,ELEMENTAIRE,ECOLE PRIMAIRE MATISSE,2025-2026,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,70550,Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.62550801,6.159631738,"47.625508014359184, 6.159631737754391"
0701110B,MATERNELLE,ECOLE PRIMAIRE PABLO PICASSO,2020-2021,O,08:30,11:35,13:30,16:25,08:30,11:35,13:30,16:25,,,08:30,11:35,13:30,16:25,08:30,11:35,13:30,16:25,,,70550,Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.63474013751124,6.159680126741424,"47.63474013751124, 6.159680126741424"
0701112D,ELEMENTAIRE,ECOLE ELEMENTAIRE REPES SUD,2020-2021,N,08:25,11:45,13:35,16:15,08:25,11:45,13:35,16:15,,,08:25,11:45,13:35,16:15,08:25,11:45,13:35,16:15,,,70550,Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.63816244472649,6.170809378976506,"47.63816244472649, 6.170809378976506"
0701125T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE DU CENTRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70258,Froideconche,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.81858165505637,6.415539591492169,"47.81858165505637, 6.415539591492169"
0701125T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE DU CENTRE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70258,Froideconche,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.81898533,6.414887402,"47.818985329037574, 6.414887401968587"
0701162H,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:45,13:40,16:25,08:30,11:45,13:40,16:25,,,08:30,11:45,13:40,16:25,08:30,11:45,13:40,16:25,,,70503,Traitiéfontaine,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.41375036,6.096259859,"47.413750363650124, 6.096259858860274"
0701195U,MATERNELLE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70198,Dampierre-sur-Salon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.55648794917762,5.678159976403211,"47.55648794917762, 5.678159976403211"
0701196V,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70224,Etuz,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.34951173440734,5.939530134371083,"47.34951173440734, 5.939530134371083"
0701196V,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70224,Etuz,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.34951163,5.939534105,"47.34951163389309, 5.939534105399446"
0900224E,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE ANJOUTEY,2025-2026,N,08:25,11:55,13:50,16:20,08:25,11:55,13:50,16:20,,,08:25,11:55,13:50,16:20,08:25,11:55,13:50,16:20,,,90003,Anjoutey,Besançon,Territoire de Belfort,Bourgogne-Franche-Comté,27,090,47.70110125,6.932511724,"47.70110124918208, 6.932511723841166"
0900280R,ELEMENTAIRE,ECOLE PRIMAIRE JEAN DE LA FONTAINE,2025-2026,N,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,90029,Cravanche,Besançon,Territoire de Belfort,Bourgogne-Franche-Comté,27,090,47.65371907,6.833347304,"47.653719071853715, 6.8333473042072885"
0900300M,MATERNELLE,ECOLE MATERNELLE PUBLIQUE JACQUES-YVES COUSTEAU,2020-2021,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,90039,Essert,Besançon,Territoire de Belfort,Bourgogne-Franche-Comté,27,090,47.63623564236215,6.8281600583100275,"47.63623564236215, 6.8281600583100275"
0700244K,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE LA LOUVIERE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70149,Chenebier,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.64586545,6.715887757,"47.645865449974195, 6.715887756675819"
0700252U,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70157,Clairegoutte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.666000217586934,6.605539786328306,"47.666000217586934, 6.605539786328306"
0700252U,MATERNELLE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70157,Clairegoutte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.666000217586934,6.605539786328306,"47.666000217586934, 6.605539786328306"
0700252U,ELEMENTAIRE,POLE EDUCATIF DES VOSGES SAONOISES,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70157,Clairegoutte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.66665996,6.613843691,"47.66665995702742, 6.613843690644619"
0700255X,MATERNELLE,POLE EDUCATIF DES ECOLES LIEES,2025-2026,N,08:15,11:15,13:15,16:15,08:15,11:15,13:15,16:15,,,08:15,11:15,13:15,16:15,08:15,11:15,13:15,16:15,,,70160,Coisevaux,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.58267803,6.704814395,"47.58267803145363, 6.704814395458149"
0700257Z,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70163,Colombier,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.66402734,6.210433559,"47.66402733783933, 6.210433559463939"
0700276V,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70178,La Côte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.687211705281435,6.57172001101294,"47.687211705281435, 6.57172001101294"
0700285E,MATERNELLE,ECOLE PRIMAIRE DU CENTRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70498,Ternuay-Melay-et-Saint-Hilaire,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.785900445306666,6.633129395482901,"47.785900445306666, 6.633129395482901"
0700291L,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,70504,Traves,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.61090238321188,5.971760080381423,"47.61090238321188, 5.971760080381423"
0700299V,ELEMENTAIRE,ECOLE PRIMAIRE DU LAC,2020-2021,N,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,70513,Vaivre-et-Montoille,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.633129400047935,6.1057297629158045,"47.633129400047935, 6.1057297629158045"
0700301X,MATERNELLE,POLE EDUCATIF ROALD DAHL,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70514,Valay,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.336429295601015,5.638449418799808,"47.336429295601015, 5.638449418799808"
0700301X,ELEMENTAIRE,POLE EDUCATIF ROALD DAHL,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70514,Valay,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.336429295601015,5.638449418799808,"47.336429295601015, 5.638449418799808"
0700301X,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70514,Valay,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.33619531,5.63744946,"47.33619530567469, 5.637449459756079"
0700315M,ELEMENTAIRE,POLE EDUCATIF POLE EDUCATIF DE LA FONTAINE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70528,Velesmes-Echevanne,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.42019441,5.701313605,"47.42019440643956, 5.7013136047762965"
0700346W,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:20,11:50,13:40,16:10,08:20,11:50,13:40,16:10,,,08:20,11:50,13:40,16:10,08:20,11:50,13:40,16:10,,,70197,Dampierre-sur-Linotte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.51112995246908,6.232999469799775,"47.51112995246908, 6.232999469799775"
0700359K,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,70206,Echenans-sous-Mont-Vaudois,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.60420694341337,6.772149802192375,"47.60420694341337, 6.772149802192375"
0700359K,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,70206,Echenans-sous-Mont-Vaudois,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.60420694341337,6.772149802192375,"47.60420694341337, 6.772149802192375"
0700373A,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:20,11:20,13:20,16:20,08:20,11:20,13:20,16:20,,,08:20,11:20,13:20,16:20,08:20,11:20,13:20,16:20,,,70220,Essertenne-et-Cecey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.397146423777585,5.476920616350164,"47.397146423777585, 5.476920616350164"
0700411S,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70248,Frahier-et-Chatebier,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.65971582,6.745712321,"47.65971582330324, 6.745712321290469"
0700411S,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70248,Frahier-et-Chatebier,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.65971582,6.745712321,"47.65971582330324, 6.745712321290469"
0700414V,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70250,Franchevelle,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.73980839,6.457528848,"47.73980839374548, 6.457528847526638"
0700422D,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE DU CENTRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70256,Fresse,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.75727410732848,6.657920650875429,"47.75727410732848, 6.657920650875429"
0700422D,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE DU CENTRE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70256,Fresse,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.75712296,6.657942328,"47.75712296153602, 6.657942327974852"
0700427J,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,70257,Fretigney-et-Velloreille,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.48962518047549,5.9470003127763835,"47.48962518047549, 5.9470003127763835"
0700436U,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE DU VILLAGE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70261,Frotey-lès-Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.62165808889831,6.181480619943023,"47.62165808889831, 6.181480619943023"
0700450J,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70275,Grandvelle-et-le-Perrenot,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.50841048,5.995861855,"47.508410479511134, 5.995861854990538"
0700460V,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70280,Gray-la-Ville,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.44030379,5.573291251,"47.440303793589884, 5.573291250863439"
0700469E,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE ZUP GPE SCOL ROBERT PLOYE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70285,Héricourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.58297970597649,6.762129735719725,"47.58297970597649, 6.762129735719725"
0700492E,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70299,Lavoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.62435587,5.781833576,"47.624355869605075, 5.781833575918859"
0700502R,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:15,16:15,08:30,11:30,13:15,16:15,,,08:30,11:30,13:15,16:15,08:30,11:30,13:15,16:15,,,70308,La Longine,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.882875830377486,6.5909897694888695,"47.882875830377486, 6.5909897694888695"
0700504T,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:15,11:30,13:25,16:10,08:15,11:30,13:25,16:10,,,08:15,11:30,13:25,16:10,08:15,11:30,13:25,16:10,,,70309,Loulans-Verchamp,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.44505437,6.208659355,"47.445054370441504, 6.208659354771327"
0700507W,MATERNELLE,ECOLE MATERNELLE PUBLIQUE DE LA HALLE,2025-2026,N,08:30,11:40,13:40,16:30,08:30,11:40,13:40,16:30,,,08:30,11:40,13:40,16:30,08:30,11:40,13:40,16:30,,,70310,Lure,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.68503415,6.493207432,"47.68503415356261, 6.493207431908108"
0700514D,MATERNELLE,ECOLE MATERNELLE PUBLIQUE DU CENTRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70311,Luxeuil-les-Bains,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.81759160954327,6.385089528025135,"47.81759160954327, 6.385089528025135"
0700525R,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70312,Luze,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.59674065,6.739470024,"47.59674064903763, 6.739470024011487"
0700528U,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70315,Magnoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.893208896929316,6.283880163759445,"47.893208896929316, 6.283880163759445"
0700528U,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70315,Magnoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.89336828,6.283946276,"47.893368280685166, 6.283946276433439"
0700553W,ELEMENTAIRE,POLE EDUCATIF L'ECOLE DES CHAMPS,2025-2026,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,70390,Noroy-le-Bourg,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.61347147,6.306990281,"47.61347147104056, 6.306990280841922"
0700569N,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70407,Perrouse,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.36230534,6.050709006,"47.36230533647123, 6.050709006023474"
0700587H,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70324,Mailley-et-Chazelot,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.5377174,6.052022831,"47.53771739658942, 6.052022831004331"
0700587H,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70324,Mailley-et-Chazelot,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.5377174,6.052022831,"47.53771739658942, 6.052022831004331"
0700612K,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70344,Meurcourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.772544044882444,6.23199043565809,"47.772544044882444, 6.23199043565809"
0700615N,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70348,Moffans-et-Vacheresse,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.6298341,6.550348909,"47.6298341043083, 6.550348908947373"
0700625Z,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,70357,Montbozon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.467487078380145,6.244770441400045,"47.467487078380145, 6.244770441400045"
0700630E,ELEMENTAIRE,ECOLE PRIMAIRE,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70363,Montigny-lès-Vesoul,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.63807736,6.073424824,"47.63807736424226, 6.07342482433837"
0700642T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:20,11:35,13:30,16:15,08:20,11:35,13:30,16:15,,,08:20,11:35,13:30,16:15,08:20,11:35,13:30,16:15,,,70425,La Proiselière-et-Langle,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.82755845,6.49923839,"47.827558450798094, 6.499238389794117"
0700646X,MATERNELLE,ECOLE PRIMAIRE,2020-2021,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70428,Pusey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.650324027874284,6.125439846063348,"47.650324027874284, 6.125439846063348"
0700651C,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,70433,Quincey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.61051127289894,6.188109639663312,"47.61051127289894, 6.188109639663312"
0700659L,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70441,Recologne-lès-Rioz,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.47360103,5.987495809,"47.473601025117304, 5.9874958090240025"
0700663R,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70446,Rigny,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.47210469455548,5.6308101428511605,"47.47210469455548, 5.6308101428511605"
0700672A,MATERNELLE,ECOLE MATERNELLE PUBLIQUE GROUPE SCOLAIRE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70451,Ronchamp,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.69617946,6.636407283,"47.69617946188346, 6.636407283225591"
0700700F,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70469,Sainte-Marie-en-Chanois,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.833228181883776,6.5107904548226,"47.833228181883776, 6.5107904548226"
0700702H,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,70472,Saint-Rémy-en-Comté,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.83427966115209,6.0943671756090705,"47.83427966115209, 6.0943671756090705"
0700731P,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70492,Soing-Cubry-Charentenay,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.58169936119636,5.879080523309162,"47.58169936119636, 5.879080523309162"
